nomdepto,codigohabilitacion,nombre,nitsnit,direccion,email
Valle del cauca,7600103754,CENTRO DE MEDICINA BIOLOGICA DR. O`BYRNE Y CIA S. EN C.,800250381,CRA 26 # 2-38,contabilidad@clinicaobyrne.com
Valle del cauca,7600104827,CENTRO DE MEDICINA FISICA Y REHABILITACION RECUPERAR,805026771,CRA 41 # 5A - 51,admon@recuperarips.com;gerencia1@recuperarips.com
Valle del cauca,7600103227,CENTRO DE NEUROREABILITACION SURGIR,800170915,CRA 37 # 5B3-56,calidad@surgir.net
Valle del cauca,7600107675,CENTRO DE NEUROREHABILITACION APAES SAS,900328450,CL 17 No 84A-43,isabelaguirre@apaesvirtual.com
Valle del cauca,7600107306,CENTRO DE ORTODONCIA Y ODONTOLOGIA INTEGRAL COOI LTDA,900255342,CL 39N # 2 BN - 121,almavcaicedo@hotmail.com
Valle del cauca,7600101078,CENTRO DE ORTOPEDIA Y FRACTURAS S.A.,800004579,AV 2N #21N-65,jefe@cofcali.com
Valle del cauca,7600107377,CENTRO DE RECONOCIMIENTO DE CALI LTDA,900268556,KR 3 # 57-29,certicali2011@gmail.com
Valle del cauca,7600102200,CENTRO DE REHABILITACION DEL SUR,890315368,CALLE 5 A #41-23 - Barrio:TEQUENDAMA,centrorehabilitacion40@yahoo.com.co
Valle del cauca,7600107025,CENTRO DE REHABILITACION ESPECILIZADA CERES IPS LTDA,900228521,CARRERA 43 No. 5C - 56,ceres@ceresipsltda.com
Valle del cauca,7600108172,CENTRO DE REHABILITACION FISICA Y RESPIRATORIA MARIA DEL PILAR PORTELA EU,900418463,CARRERA 83A # 17 - 29,clinicaderehabilitacionportela@hotmail.com
Valle del cauca,7600109653,CENTRO DE SERVICIOS DE SALUD SANTANGEL SAS,900063271,avenida 2DN 24N46,santangel.sas@hotmail.com
Valle del cauca,7600107307,CENTRO DE TERAPIAS BIOENERGETICAS E.U.,900263768,Cra 64 A N°9-43,armar_sanador@hotmail.com
Valle del cauca,7600109093,centro de vacunacion cuidame sas,900612772,CARRERA 38 # 5B2-10,cuidamevacunacion@gmail.com
Valle del cauca,7600108100,CENTRO DERMATOLOGICO DE CALI S.A.,900124603,CL 5B-3 #38-44,andrea@laclinicamed.com;ricana00@hotmail.com
Valle del cauca,7600109730,CENTRO DERMATOLOGICO DEL PARQUE VIDA S.A.S,900687856,CALLE 5D No 38A 35 C 1108 T2,cdpvida@gmail.com
Valle del cauca,7600110479,CENTRO DERMATOLOGICO Y ESTETICA LOTUSKIN SAS,900894021,carrera 100 No. 11-60 Torre Farallones LC 201,administracion@lotuskin.com.co
Valle del cauca,7600106511,CENTRO DIABETOLOGICO DEL VALLE CEDIVA SAS,805016046,CRA. 46 No. 9 C - 85 CONSULTORIO 513,cedivaltda@hotmail.com
Valle del cauca,7600107294,CENTRO DIAGNOSTICO URIBE E.U,900247268,AV 3 BIS N 23DN 21,centrodiagnosticouribe.pazmahe@gmail.com
Valle del cauca,7600103633,CENTRO ELECTRO AUDITIVO NACIONAL AL SERVICIO DE LA REHABILITACION SAS,890316171,calle 44 norte # 3 n - 121,audiologiacali@oticoncolombia.com
Valle del cauca,7600109603,CENTRO ESPECIALISTA MEDICINA SALUD OCUPACIONAL CEMSO SAS,900738322,AV 2N # 24N - 71 BARRIO SAN VICENTE,gerenciacemsocali@gmail.com
Valle del cauca,7600109374,CENTRO ESPECIALIZADO AJUPEMCALI S.A.S,900673934,CARRERA 38BIS No 5B 3BIS 21,clinica-orthocry@hotmail.es
Valle del cauca,7600101879,CENTRO ESPECIALIZADO DE COLUMNA Y REHABILITACIÓN S.A.S.,890326435,TV 5 No. 5E-05,clinicolumna@emcali.net.co
Valle del cauca,7600101723,CENTRO ESPECIALIZADO EN FRACTURAS Y LESIONES DEPORTIVAS,800220806,CL 44N # 3H-20,administracion@centrodefracturas.co;elizabethtrujilo57@yahoo.es
Valle del cauca,7600101003,CENTRO ESPECIALIZADO EN MEDICINA DEL TRABAJO CEMET SAS,900796656,Av 3an 25n 19,carlosizquierdo@cemet.com.co
Valle del cauca,7600110812,CENTRO INTEGRAL DE ESPECIALISTAS SAS,901002627,CRA 42A No. 5C-67,gerenciaceinesips@gmail.com
Valle del cauca,7600108398,CENTRO INTEGRAL DE SALUD LA Z S.A.S.,900462965,AV CAÑAS GORDAS SECTOR LA TROJA VIA ALFAGUARA DE CALI,FAPN@HOTMAIL.COM
Valle del cauca,7600109657,"CENTRO INTEGRAL NEUROEDUCATIVO DEL VALLE ""CINEV"" SAS",900594656,carrera 70 # 10 bis 82,pandresescobar@gmail.com
Valle del cauca,7600110829,CENTRO INTERNACIONAL DE ATENCION PARA TRASTORNOS DEL DESARROLLO SOMOS S.A.S.,900999274,CARRERA 117 NO. 16B - 00 / CALLE VILACHE CASA 09 / PARCELACION CAÑAS GORDAS,ceo@somosinternacional.com
Valle del cauca,7600103464,CENTRO MEDICO CLINICA BURGOS DELGADO & CIA LTDA.,800170669,CL 58 # 8-05,clinicaburgos@hotmail.com
Valle del cauca,7600110192,CENTRO MEDICO CURARE SAS,900661728,Carrera 27 No. 7-35,curaresascali@hotmail.com
Valle del cauca,7600107502,CENTRO MEDICO DE ATENCION NEUROLOGICA NEUROLOGOS DE OCCIDENTE SAS,900293837,CARRERA 42 # 2 A - 31,info@neurologosdeoccidente.com
Valle del cauca,7600106583,CENTRO MEDICO DEPORTIVO DE ACONDICIONAMIENTO FISICO BODYTECH JARDIN PLAZA,830033206,KR 98 No. 16-200 LC 202,jardinplaza@bodytech.com.co
Valle del cauca,7600101111,CENTRO MEDICO IMBANACO DE CALI S.A.,890307200,CRA 38A # 5A - 100,gerencia@imbanaco.com.co
Valle del cauca,7600110012,CENTRO MEDICO INTEGRATIVO MANA S.A.S.,900759245,AV 7N # 25AN - 08,consultoriomedicomana@hotmail.com
Valle del cauca,7600102461,CENTRO MEDICO IP SALUD SAS,805019703,CRA 28F # 72U-62,asisgerencia@ipsaludcm.com
Valle del cauca,7600108459,CENTRO MEDICO LABORAL S.A.S,900463465,Av 8 Norte # 21 - 37,elianasegura0228@hotmail.com
Valle del cauca,7600108063,CENTRO MEDICO OCUPACIONAL DEL VALLE S.A.S.,900392343,CALLE 35 AN #3N60,ips.gerencia@gmail.com
Valle del cauca,7600108820,CENTRO MEDICO ODONTOLOGICO SERVI-VITAL SAS,900260781,Cl 5 Oeste Dg. 50 No. 50 - 03 Piso 2,centromedicoservi-vital@hotmail.com
Valle del cauca,7600109749,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ COLCAN S.A.S.,800066001,Calle 23 Norte No.6AN-17 Edificio Centro Profesionales Sexta Avenida OF. 1201,colcan@cable.net.co
Valle del cauca,7600110772,Centro Medico Santuario S.A.S - Renovalaser,900928569,Calle 5B3 38-44 Cons. 203 Edificio Centro Dermatológico de Cali,gerencia@santuario.com.co; contabiliad@santuario.com.co
Valle del cauca,7600107817,CENTRO MEDICO TEQUENDAMA IPS SAS,900351447,CALLE 5 # 43-45 primer piso Barrio Tequendama,centromedicotequendama@hotmail.com
Valle del cauca,7600110187,CENTRO MEDICO Y DE REHABILITACION VALLE SALUD S.A.S,900847382,CL 9 Nº 39 34,CENTROMEDICO@VALLESALUDIPS.COM
Valle del cauca,7600109813,CENTRO ODONTOLOGICO DE OCCIDENTE SAS,900774557,Cl 1 Oeste No. 39 - 42 Local 3,odontoccidente@gmail.com
Valle del cauca,7600107054,CENTRO ODONTOLOGICO DEL VALLE LTDA,805022275,Avenida 6 Norte No. 39 N 30,gerencia@clinicanuevasonrisa.com
Valle del cauca,7600108756,CENTRO ODONTOLOGICO INTEGRAL TULIA DE CUJIÑO SAS,900509171,CARRERA 39 # 5B-22,TULIBCUJINO@HOTMAIL.COM
Valle del cauca,7600108120,Centro Odontologico las Ceibas S.A.S,900406284,Calle 70 # 7 U1 - 16,odontoceibas@gmail.com
Valle del cauca,7600100405,CENTRO ODONTOLOGICO MARIA AUXILIADORA,800228733,KR 25 No. 2 A - 12,mariacgar@hotmail.com
Valle del cauca,7600107370,CENTRO ODONTOLOGICO ODONTOPEGA SOCIEDAD POR ACCIONES SIMPLIFICADA,900272942,AV 4 N # 23 N - 69,odontopega@hotmail.com
Valle del cauca,7600106341,CENTRO ODONTOLOGOS ESPECIALISTAS LTDA,830511716,calle 24 norte # 2n-08 esquina segundo piso,jhoanacasanova@hotmail.com
Valle del cauca,7600106282,CENTRO OPTICO SOL Y LUNA LTDA,900060262,calle 5D Nro 38-035 edificio de colores torre1 piso 10 consultorio 15,centroopticosolyluna@gmail.com
Valle del cauca,7600108174,CENTRO PARA TRASTORNOS DEL DESARROLLO KARITAS S.A.S.,900420351,CRA 30A # 7-51 EL CEDRO,centro.karitas@gmail.com
Valle del cauca,7600101884,CENTRO QUIRURGICO DE LA BELLEZA,800116511,CRA 40 # 5B - 100,info@cqbelleza.com
Valle del cauca,7600110600,CENTRO RADIOLOGICO DEL OCCIDENTE S.A.S.,900914923,CALLE 6 # 39 - 25,andres.arias931@hotmail.com
Valle del cauca,7600103340,CENTRO RADIOLOGICO ORAL Y MAXILOFACIAL S.A.S. CROMAX,800015779,CL 4B # 27-97 Local 101 Edificio SAn Fernando del Viento,cromax@cromax.com.co
Valle del cauca,7600110901,Centros Integrales de Fisioterapia y Rehabilitacion Fisica JES S.A.S.,901032757,CARRERA 16a # 33D-13,gloria.orjuela.gioi@gmail.com
Valle del cauca,7600108855,CENTROS QUIROPRACTICOS SURAMERICA S.A.S,900557666,CARRERA 44 # 5C - 21,jpnavarro1985@aol.com
Valle del cauca,7600111227,Chs Medical Group S.A.S.,901071667,Calle 38N 6N-35 CC Chipichape Of 623,jacumur@hotmail.com
Valle del cauca,7600106515,CICLO VITAL COLOMBIA LIMITADA,900127525,Carrera 42 # 5C - 53,administracion@cvitalcolombia.com contabilidad@cvitalcolombia.com calidad@cvitalcolombia.com
Valle del cauca,7600110615,CIMASD SAS,900936643,CARRERA 32 # 7 - 48,cimasd@outlook.com
Valle del cauca,7600109008,CIMMIS SAS,900481880,CALLE 9C #50-25 CONS 608,info@cirugia-mano.com
Valle del cauca,7600111199,Cimpre Salud Ocupacional SAS,800033294,Avenida 3A Norte No. 25N-59 Local 2,andrea@cimpre.com
Valle del cauca,7600109398,CLINICA NEUMOLOGICA DEL PACIFICO S.A.S,900686381,CALLE 5A #42A-18,gerencia.cuidadopulmonar@gmail.com
Valle del cauca,7600101390,CLINICA BASILIA S.A.,805016107,CL 5E # 42A-53,smsantillana@uniweb.net.com
Valle del cauca,7600107507,CLINICA BLANCA S.A.S,900292765,KR 7A # 19-39,clinicablanca@hotmail.com
Valle del cauca,7600110386,CLINICA CASTELLANA S.A.S.,900668922,AVENIDA 5 NORTE NRO 21 - 86/94,clinicacastellana1@gmail.com karenvillarealmd@hotmail.com
Valle del cauca,7600100895,CLINICA COLDENTAL I.P.S. S.A.S,805025145,carrera 12-51-02,coldentalips@hotmail.com
Valle del cauca,7600104336,CLINICA COLSANITAS S.A.,800149384,CRA 31 # 125A-23,szorro@colsanitas.co
Valle del cauca,7600109071,CLINICA COMPOSTELA S.A.S,800189908,AVENIDA 4N # 21N - 58,clinicacompostelacali@gmail.com
Valle del cauca,7600110743,CLINICA CRISTO REY CALI S.A.S,900951033,AVENIDA 4 NORTE # 22- 46,facordon@gmail.com
Valle del cauca,7600108153,clínica cuerpo y color sas,900405472,carrera 66a 6 168,clinicacuerpoycolor@hotmail.com
Valle del cauca,7600106004,CLINICA DE ALERGIAS STEM CELLS CENTER SAS,900054837,CALLE 4 No. 27 - 135,info@clinicadealergias.com.co
Valle del cauca,7600108307,CLINICA DE ARTRITIS TEMPRANA S.A.S.,900392743,CALLE 5 # 43-65,gerencia@clinicadeartritistemprana.com
Valle del cauca,7600109734,CLINICA DE COLON RECTO Y ANO S.A.S,900648609,Cra 43 # 5a - 34,hernancortesmartinez@hotmail.com
Valle del cauca,7600110186,CLINICA DE ESTETICA SPLENDOR DE GLORIA JARAMILLO S.A.S,900677804,CARRERA 80 Nº 13A - 261 LC C 32 Y 33,gloriapsplendor@gmail.com
Valle del cauca,7600102508,CLINICA DE FRACTURAS DE CALI LTDA,890311763,CL 6 No. 42-38,clinifracturas@hotmail.com
Valle del cauca,7600101317,Clinica de la Rodilla SAS,800187097,Cra 40 # 5b - 46,clinicadelarodilla@hotmail.com
Valle del cauca,7600100441,CLINICA DE LA VISION DEL VALLE SAS,805017914,CALLE 22N # 4N-23,CALIDAD@CLINIVISIONVALLE.COM
Valle del cauca,7600106164,CLINICA DE LASER DE PIEL S.A.,811014239,Cr. 41 No. 5B 34,clpcali@hotmail.com
Valle del cauca,7600103066,CLINICA DE OCCIDENTE,890300513,CALLE 18 NORTE # 5N-34,clinicalidad@cdo-sa.com
Valle del cauca,7600100294,CLINICA DE OFTALMOLOGIA DE CALI,890320032,CRA 47 # 8C-94,hamid.mustafa@clinicaofta.comjuandavid.herrera@clinicaofta.comdianamarcela.quintero@clinicaofta.comjaneth.david@clinicaofta.comdirmed@clinicaofta.com
Valle del cauca,7600101329,CLINICA DE OTORRINOLARINGOLOGIA CIRUGIA PLASTICA,800138186,AV 4 NORTE # 14N-38,administracion@otorrinoscali.com
Valle del cauca,7600108556,Clínica de Salud Ocupacional de Occidente SAS,900482963,calle 23N 3N - 88,clinica.so.occidente@hotmail.com
Valle del cauca,7600102192,CLINICA DEL COLON S.A,805019003,CALLE 5C #41-33,administracion@clinicadelcolon.com
Valle del cauca,7600109837,CLINICA DESA CALI,900771349,CALLE 5D NRO.38 A 35,jaime.quintero@cnruu.com.co
Valle del cauca,7600108218,CLINICA EL TREBOL S.A.S.,900336656,CARRERA 15 # 55 01,clinicaeltrebol@hotmail.com
Valle del cauca,7600108386,CLINICA ESPECIALIZADA ODONTOPREVENIR S.A.S,900352747,calle 52 Nro. 11D 46,odontoprevenir@gmail.com
Valle del cauca,7600105765,CLINICA FARALLONES S A,800212422,CL 9C # 50 -25,info@clinicafarallones.com.co
Valle del cauca,7600108136,CLINICA FIORE S.A,900234843,Cra. 43 A 5B 06,martha.aconcha@clinicafiore.com.co
Valle del cauca,7600103318,CLINICA GINECOLOGICA LIMITADA,890315126,CL 6 # 27-44,cliniginecologicali@hotmail.com
Valle del cauca,7600103338,Clinica Interplastica sas,805002321,Calle 5C No 43-10,interplastica@emcali.net.co
Valle del cauca,7600102103,CLINICA LOS ANDES S.A.,800178948,KR 39A # 5D-106,cliniandes@clinicalosandes.com
Valle del cauca,7600107161,CLINICA MED S.A.S,900237579,Carrera 38 5B2-34,andrea@laclinicamed.com; servicioalcliente@laclinicamed.com; contadora@laclinicamed.com
Valle del cauca,7600102115,CLINICA MEDICENTER S.A.S.,805028472,Calle 5B No. 40-50 Barrio Tequendama,medicenter@clinicamedicenter.com
Valle del cauca,7600106974,CLINICA MEDIPLASTIC,900208912,CL 5A # 40-72,climediplastic@gmail.com
Valle del cauca,7600108014,CLINICA NACIONAL DE PROTESIS DENTAL S.A.S.,900388106,CRA. 44 No. 5A-66,info@clinicaelitedental.com.co
Valle del cauca,7600101125,CLINICA NUESTRA SEÑORA DE LOS REMEDIOS,890301430,AV 2N # 24-157,coordinadorcalidad@clinicadelosremedios.org
Valle del cauca,7600110360,CLINICA NUEVA RAFAEL URIBE URIBE SAS,900891513,calle 25N No 2BN-17 barrio san vicente,jaime.quintero@cnruu.com.co
Valle del cauca,7600107607,CLINICA NUEVA SONRISA CALIMA S.A.S,900295779,CRA 1 ERA CON CALLE 70 CENTRO COMERCIAL LA 14 DE CALIMA,calima@clinicanuevasonrisa.com
Valle del cauca,7600106903,CLINICA NUEVA SONRISA S.A. COSMOCENTRO,805026475,ALMACEN LA 14 PASOANCHO SS,santanderjc@hotmail.com
Valle del cauca,7600107606,CLINICA NUEVA SONRISA VALLE DE LILI E.U.,900276475,CC LA 14 VALLE LILI 38 - 39,verosanva@hotmail.com
Valle del cauca,7600108576,CLINICA ODONTOLOGICA & SPA A.H S.A.S,900480374,CALLE 9 No. 40-19,alvaroj84@hotmail.com
Valle del cauca,7600107713,CLINICA ODONTOLOGICA DIENTES DE SABLE LTDA,900295064,CALLE 23 No. 23D - 98,cordinacionsable@gmail.com
Valle del cauca,7600107508,CLINICA ODONTOLOGICA MI BOCA LTDA,900275501,Carrera 46 Nro. 9 C - 85- CONSULTORIO 701- 702,clinica_mi_boca@yahoo.com
Valle del cauca,7600109429,clínica odontologica smiles s.a.s,900560709,CALLE 13 NRO 36 A - 11 LC 1100,smiles.clinica.o@gmail.com
Valle del cauca,7600103141,CLINICA OFTALMOLOGOS DEL VALLE LTDA,805008644,CARRERA 42 # 5A-56,oftalmol@gmail.com
Valle del cauca,7600103403,CLINICA ORIENTE S.A.S.,800194671,CRA 12A # 52-04,clinica_oriente@hotmail.com
Valle del cauca,7600103013,CLINICA SAN FERNANDO S.A,890300516,CALLE 5 # 38-48,clinicasanfernandocsfc@gmail.com
Valle del cauca,7600110383,Clinica Santa Luciana S.A.S,900799269,Calle 7 No. 28-32,lucia_garces@hotmail.com
Valle del cauca,7600105945,CLINICA SIGMA,805026250,AV 3N # 35N-10,"jrealpe@clinicasigma.com.co , jesati2000@yahoo.com , dirasistencial@clinicasigma.com.co"
Valle del cauca,7600101753,CLINICA SOCIAL DE ORTODONCIA,800239431,CRA 5 NORTE # 67N-29,clinicasocialdeortodoncia@hotmail.com
Valle del cauca,7600107605,CLINICA TASCON ODONTOLOGIA S.A.S,900308579,CL 5 C # 40 - 69,tasconodontologia@hotmail.com
Valle del cauca,7600110459,CLINICA VALLE SALUD SAN FERNANDO S.A.S,900900754,CALLE 5 NRO 38 48,juridica@vallesaludips.com
Valle del cauca,7600103359,CLINICA VERSALLES S.A.,800048954,AV 5AN # 23-46,jcvasquez@clinicaversalles.com.co
Valle del cauca,7600106158,CLINICAS ODONTOLOGICAS COODONTOLOGOS S.A.S,830118704,AV 5N # 25N-14,cali@coodontologos.com
Valle del cauca,7600110468,CLINICAS ODONTOLOGICAS ORTHOMANIA S.A.S.,900925248,CALLE 13 NO 4-52,santamaria205@hotmail.com
Valle del cauca,7600109414,CLINICOS PROGRAMAS DE ATENCIÓN INTEGRAL S.A.S IPS SIGLA CLÍNICOS PROGRAMAS S.A.S IPS,900496641,CARRERA 42A No. 5A -75,Jorge.marquez@clinicos.com.co
Valle del cauca,7600108535,CLINIMEDICAL HOME CARE,900488328,Calle 5 B5 # 36 - 62,gerencia@clinimedical.com.codireccion@clinimedical.com.codireccionmedica@clinimedical.com.co
Valle del cauca,7600103849,Coomeva Medicina Prepagada S.A,805009741,Calle 5 # 69-03 Local 235 Centro Comercial Premier Limonar,gustavoa_bolanos@coomeva.com.co
Valle del cauca,7600107059,"COOPERATIVA DE SERVICIOS SOLIDARIOS DE SALUD EMSSANAR LTDA ""COOEMSSANAR IPS""",900077584,KR 42 # 5C-23,angelaaguilar-81@hotmail.com
Valle del cauca,7600104466,COOPERATIVA DE TRABAJO ASOCIADO PARA LA INVESTIGACION Y PROMOCION DE LA SALUD - COMEDICA IPS,800139819,Av Roosevelt 26-61 Segundo Piso,comedicaips@hotmail.com
Valle del cauca,7600106357,CORAZON Y AORTA SAS,900051107,CL 21N 6 N 14 OFIC 306,gerencia@corazonyaorta.com
Valle del cauca,7600105535,CORPORACION CAMINOS,890308962,CL 56 # 11-25,direccion@corporacioncaminos.org
Valle del cauca,7600103623,CORPORACION CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS,800092879,KR 125 # 19-225,cideim@cideim.org.co
Valle del cauca,7600105364,CORPORACION DE ATENCION INTEGRAL - CORINTEGRA,800138582,CALLE 13 # 115-74 CALLE CASCAJERO,corintegracali@gmail.com
Valle del cauca,7600101252,CORPORACION DE LUCHA CONTRA EL SIDA,800171780,CRA 56 # 2-120,corposida@cls.org.co
Valle del cauca,7600105383,CORPORACION MI IPS OCCIDENTE,805028511,Calle 13 # 49A - 10,mequinterop@corporacionips.com.co
Valle del cauca,7600107660,"CORPORACION PARA EL DESARROLLO DEL HOMBRE Y LA TECNOLOGIA ""CDTECH""",805010608,CALLE 36N # 3GN-90,cdtech01@gmail.com
Valle del cauca,7600108140,"CORPORACION PARA EL MEJORAMIENTO VOLUNTARIO DEL SER ""CORPOVSER""",900184087,Cra 42 # 9C-11,gerencia@corpovser.com
Valle del cauca,7600109370,CORPORACION TALENTUM,805023202,AV 5 B NORTE No. 25-31,administrativo@hermosayasociados.com.co
Valle del cauca,7600103180,CORPUS Y ROSTRUM S.A.,805000720,Calle 3 Oeste No. 34 - 96,administracion@corpusyrostrum.com
Valle del cauca,7600109434,CORSALUD LIMITADA IPS SAS,840000260,CRA 40 # 5B-63,pibi36@hotmail.com
Valle del cauca,7600107674,cosmeplastica sa,900068032,AVENIDA 8 NORTE # 23 N 08,recepcion@clinicajeanpierre.com
Valle del cauca,7600104064,"COSMITET LTDA ,CORPORACION DE SERVICIOS MEDICOS INTERNACIONALES THEM Y COMPAÑIA LTDA",830023202,KR 34 # 7-00,gestion_comercial@cosmitet.net
Valle del cauca,7600103322,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,890306215,KR 38 BIS 5-91,enfermerasalud@cruzrojavalle.org.co
Valle del cauca,7600109602,CUIDADO MEDICO INTEGRAL DEL SUROCCIDENTE S.A.S,900738188,CALLE 18N No. 3N-44 PISO 2,caremedissas@outlook.com
Valle del cauca,7600107134,CUIDARTE EN CASA S.A.S,900236008,CARRERA 65 # 9 - 96,contabilidad@cuidarteencasa.com
Valle del cauca,7600109922,cuidaser sas,900804666,avenida 6D # 43 - 15 la campiña,lcastano.1@hotmail.com
Valle del cauca,7600104628,darpacol ltda,800200332,carrera 45 nº 6a-18,darpsay31@hotmail.com
Valle del cauca,7600109018,DAVITA S.A.S.,900532504,CR 44 No. 9C 58 PISO 4,calidad.davitacolombia@gmail.com
Valle del cauca,7600104678,Denta sas,805008368,Cra 39 5A-51,denta_ltda@hotmail.com
Valle del cauca,7600110533,DENTAL BRACKETS CLINICA ODONTOLOGICA SAS,900772367,AV PASOANCHO # 67-20,johan_insuasty@hotmail.com
Valle del cauca,7600106379,DENTILASER CALI S.A.,900116971,CRA 44 # 5C-72,gerencia@clinicadentilaser.com
Valle del cauca,7600110113,DENTIX COLOMBIA SAS,900759454,Carrera 100 #16-20,cmunoz@dentix.co
Valle del cauca,7600109543,DERMAVIDA SAS,900648836,CARRERA 39A No. 5D-106,CITAS@DERMAVIDA.CO
Valle del cauca,7600109635,DIAGNOSTICO E IMAGENES DEL VALLE IPS S.A.S.,900741031,CALLE 5 # 38-14 EDIFICIO CONSUMEDICO LOCAL 301 B,gerencia@smartview.co
Valle del cauca,7600100039,DIAGNOSTICO Y ASISTENCIA MEDICA S.A.,800225057,Calle 5C # 41-25,angeloar@dinamicaips.com.co
Valle del cauca,7600106746,DIAGNOSTICO Y REHABILITACION VASCULAR S.A.S - CARDIOMEDICOS S.A.S,900177280,CL 9C # 50-25 CS 806,cardiomedicosltda@hotmail.com-gerencia@cardiomedicos.com
Valle del cauca,7600107583,DIENTES IMPLANTES IPS,900263521,CL 19 N # 5N - 35,info@dientesimplantes.com
Valle del cauca,7600100007,DIMAGEN S.A,805016520,carrera 105 15-20,servicios.md@clinicalungavita.com
Valle del cauca,7600100438,DIME CLINICA NEUROCARDIOVASCULAR S.A,800024390,AV 5 NORTE # 20N-75,gerenciageneral@dime.com.co;calidad@dime.com.co
Valle del cauca,7600111050,Dm Diagnóstico Médico S.A.S.,901023754,CARRERA 25 4 - 36,dm.diagnosticomedicosas@gmail.com
Valle del cauca,7600109990,DR JULIO HOOKER DIGEST CENTER S.A.S,900762907,CARRERA 46 # 9C -85 CONSULTORIO 405-406,drjuliohookerdigestcenter@outlook.com
Valle del cauca,7600104920,E.S.E. HOSPITAL GERIATRICO ANCIANATO SAN MIGUEL,890303448,KR 70 # 2A-04,ancianatosanmiguel@emcali.net.co
Valle del cauca,7600103958,E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,805027261,carrera 16 A No. 33 D 20 Barrio La Floresta,ese.centro@saludcentro.gov.co
Valle del cauca,7600110602,ECHEVERRY & CASTRO GRUPO DENTAL S.A.S,900960258,Carrera 43 # 5C - 57,paolac@echeverrycastrogrupodental.com
Valle del cauca,7600101205,ECOCARDIOGRAFIA DE OCCIDENTE S.A,800148279,CALLE 18 N No. 5N-34 PISO 1,claudiayaneth@cardioccidente.com-dianacarolinah@cardioccidente.com
Valle del cauca,7600107425,EDUARDO BOLAÑOS IPS SAS,900279643,CL 19N #2N - 29 ED TORRE DE CALI PI 33,eduardobq@hotmail.com
Valle del cauca,7600106760,emermedica sa,800126785,CALLE 9 n°63-04/08,natalia_caceres@emermedica.com.co
Valle del cauca,7600107293,EMPRESA DE MEDICINA INTEGRAL EMI S.A. SERVICIO DE AMBULANCIA PREPAGADA,811007601,AV 1N # 5N- 55 predio esquinero y Av 1 N con calle 6N #1-31,darling.paramo@grupoemi.com
Valle del cauca,7600108552,ENDA GROUP SAS,900471348,Calle 5 A No. 42 A 54,endagroup@hotmail.com
Valle del cauca,7600103381,ENDOCIRUJANOS LTDA,805019877,CRA 42 # 5B-53,endocirujanosltda@hotmail.com
Valle del cauca,7600107184,Endosalud de Occidente S.A.,900248093,calle 23 norte # 2N - 66,servicioalcliente@endosaluddeoccidente.com
Valle del cauca,7600106013,ENDOSCOPIA DE OCCIDENTE LIMITADA,900044011,CL 18N # 5-34 PI 1,danielaneira@hotmail.com
Valle del cauca,7600109043,ENTIDAD PROMOTORA DE SALUD SANITAS S.A.,800251440,Carrera 43A 5C-94,mrondon@colsanitas.com
Valle del cauca,7600101848,ESCANOGRAFIA SAN JOSE GRUPO ESCANOGRAFICO DEL SUR,800148835,CRA 30 # 7-09 CONS 103 y CONS 109,gruposcan@yahoo.es
Valle del cauca,7600105651,"ESPECIALISTAS EN ENDOCRINOLOGÍA Y METABOLISMO OSEO SAS ""ENDOMET SAS""",830508132,Calle 5D No. 38A-35 Consultorio 1036 Torre 1 Edificio Vida,endomet@emcali.net.co
Valle del cauca,7600109401,Esterilizar Empresa Unipersonal (Hilda Alejandra Medina Quintero) EU,805018151,calle 5B # 41 - 32,info@esterilizar.co
Valle del cauca,7600108600,ESTETICA Y TERAPIAS TEQUENDAMA S.A.S,900506087,CALLE 5A # 42-68 B/ TEQUENDAMA,esteticayterapias@hotmail.com
Valle del cauca,7600110265,ESTETIQUE MEDICAL CENTER SAS,900618930,CL. 7 Oeste NRO. 1A 59,medico.alternativo@furinkazanspa.com
Valle del cauca,7600105305,ESTUDIOS E INVERSIONES MEDICAS S A ESIMED S A,800215908,CALLE 38N # 3CN - 26,oebetenyaned@esimed.com.co;almleon@esimed.com.co
Valle del cauca,7600105461,EUROESTETICA EU,805020770,CARRERA 80 # 13A - 13 LOCAL M 42,gerencia@euroestetica.com.co
Valle del cauca,7600108245,EUROSUR SAS,900348958,Calle 13 # 22 B 51,cocjunin@gmail.com
Valle del cauca,7600108077,FABILU LTDA,900242742,CARRERA 46 #9C-85,calidad@clinicacolombiaes.com
Valle del cauca,7600108738,FARMART LTDA. IPS,900432887,Carrera 44 # 5C-43,farmart99@hotmail.com
Valle del cauca,7600108361,FARMASALUD IPS CALI S EN C,900331999,CALLE 52 N #5 BN 97,"farmasaludips2016@gmail.com,ricana00@hotmail.com"
Valle del cauca,7600108061,FENIX VIDA S.A.S.,900397634,CARRERA 42 # 3 A 24,leidyvargas05@yahoo.com
Valle del cauca,7600109612,Fetalmed del valle S.A.S,900731152,Calle 5D # 38A - 35 Torre 1 Consultorio 416,fetalmeddelvalle@gmail.com
